Date,Predicted_Close
2002-11-18,319.85479146410034
2002-11-19,319.761536691771
2002-11-20,319.7122278449216
2002-11-21,319.68615558806124
2002-11-22,319.6723697743336
2002-11-25,319.66508046826584
2002-11-26,319.66122621751214
2002-11-27,319.65918826647345
2002-11-28,319.65811069142666
2002-11-29,319.6575409191606
2002-12-02,319.65723964971664
2002-12-03,319.6570803522512
2002-12-04,319.65699612305707
2002-12-05,319.65695158652204
2002-12-06,319.6569280376448
2002-12-09,319.65691558607847
2002-12-10,319.6569090022613
2002-12-11,319.65690552104064
2002-12-12,319.65690368033086
2002-12-13,319.65690270704795
2002-12-16,319.65690219242055
2002-12-17,319.65690192030917
2002-12-18,319.65690177642915
2002-12-19,319.656901700352
2002-12-20,319.6569016601259
2002-12-23,319.6569016388562
2002-12-24,319.6569016276097
2002-12-25,319.6569016216631
2002-12-26,319.6569016185188
2002-12-27,319.65690161685626
2002-12-30,319.6569016159772
2002-12-31,319.65690161551237
2003-01-01,319.6569016152666
2003-01-02,319.65690161513663
2003-01-03,319.6569016150679
2003-01-06,319.6569016150316
2003-01-07,319.6569016150124
2003-01-08,319.6569016150022
2003-01-09,319.65690161499685
2003-01-10,319.656901614994
2003-01-13,319.65690161499253
2003-01-14,319.65690161499174
2003-01-15,319.65690161499134
2003-01-16,319.6569016149911
2003-01-17,319.656901614991
2003-01-20,319.65690161499094
2003-01-21,319.6569016149909
2003-01-22,319.6569016149909
2003-01-23,319.6569016149909
2003-01-24,319.6569016149909
2003-01-27,319.6569016149909
2003-01-28,319.6569016149909
2003-01-29,319.6569016149909
2003-01-30,319.6569016149909
2003-01-31,319.6569016149909
2003-02-03,319.6569016149909
2003-02-04,319.6569016149909
2003-02-05,319.6569016149909
2003-02-06,319.6569016149909
2003-02-07,319.6569016149909
2003-02-10,319.6569016149909
2003-02-11,319.6569016149909
2003-02-12,319.6569016149909
2003-02-13,319.6569016149909
2003-02-14,319.6569016149909
2003-02-17,319.6569016149909
2003-02-18,319.6569016149909
2003-02-19,319.6569016149909
2003-02-20,319.6569016149909
2003-02-21,319.6569016149909
2003-02-24,319.6569016149909
2003-02-25,319.6569016149909
2003-02-26,319.6569016149909
2003-02-27,319.6569016149909
2003-02-28,319.6569016149909
2003-03-03,319.6569016149909
2003-03-04,319.6569016149909
2003-03-05,319.6569016149909
2003-03-06,319.6569016149909
2003-03-07,319.6569016149909
2003-03-10,319.6569016149909
2003-03-11,319.6569016149909
2003-03-12,319.6569016149909
2003-03-13,319.6569016149909
2003-03-14,319.6569016149909
2003-03-17,319.6569016149909
2003-03-18,319.6569016149909
2003-03-19,319.6569016149909
2003-03-20,319.6569016149909
2003-03-21,319.6569016149909
2003-03-24,319.6569016149909
2003-03-25,319.6569016149909
2003-03-26,319.6569016149909
2003-03-27,319.6569016149909
2003-03-28,319.6569016149909
2003-03-31,319.6569016149909
2003-04-01,319.6569016149909
2003-04-02,319.6569016149909
2003-04-03,319.6569016149909
2003-04-04,319.6569016149909
2003-04-07,319.6569016149909
2003-04-08,319.6569016149909
2003-04-09,319.6569016149909
2003-04-10,319.6569016149909
2003-04-11,319.6569016149909
2003-04-14,319.6569016149909
2003-04-15,319.6569016149909
2003-04-16,319.6569016149909
2003-04-17,319.6569016149909
2003-04-18,319.6569016149909
2003-04-21,319.6569016149909
2003-04-22,319.6569016149909
2003-04-23,319.6569016149909
2003-04-24,319.6569016149909
2003-04-25,319.6569016149909
2003-04-28,319.6569016149909
2003-04-29,319.6569016149909
2003-04-30,319.6569016149909
