Date,Predicted_Close
2002-11-18,47.15921348583927
2002-11-19,47.16231075840185
2002-11-20,47.16222923998973
2002-11-21,47.162231385506914
2002-11-22,47.16223132903815
2002-11-25,47.16223133052438
2002-11-26,47.16223133048526
2002-11-27,47.16223133048629
2002-11-28,47.162231330486264
2002-11-29,47.162231330486264
2002-12-02,47.162231330486264
2002-12-03,47.162231330486264
2002-12-04,47.162231330486264
2002-12-05,47.162231330486264
2002-12-06,47.162231330486264
2002-12-09,47.162231330486264
2002-12-10,47.162231330486264
2002-12-11,47.162231330486264
2002-12-12,47.162231330486264
2002-12-13,47.162231330486264
2002-12-16,47.162231330486264
2002-12-17,47.162231330486264
2002-12-18,47.162231330486264
2002-12-19,47.162231330486264
2002-12-20,47.162231330486264
2002-12-23,47.162231330486264
2002-12-24,47.162231330486264
2002-12-25,47.162231330486264
2002-12-26,47.162231330486264
2002-12-27,47.162231330486264
2002-12-30,47.162231330486264
2002-12-31,47.162231330486264
2003-01-01,47.162231330486264
2003-01-02,47.162231330486264
2003-01-03,47.162231330486264
2003-01-06,47.162231330486264
2003-01-07,47.162231330486264
2003-01-08,47.162231330486264
2003-01-09,47.162231330486264
2003-01-10,47.162231330486264
2003-01-13,47.162231330486264
2003-01-14,47.162231330486264
2003-01-15,47.162231330486264
2003-01-16,47.162231330486264
2003-01-17,47.162231330486264
2003-01-20,47.162231330486264
2003-01-21,47.162231330486264
2003-01-22,47.162231330486264
2003-01-23,47.162231330486264
2003-01-24,47.162231330486264
2003-01-27,47.162231330486264
2003-01-28,47.162231330486264
2003-01-29,47.162231330486264
2003-01-30,47.162231330486264
2003-01-31,47.162231330486264
2003-02-03,47.162231330486264
2003-02-04,47.162231330486264
2003-02-05,47.162231330486264
2003-02-06,47.162231330486264
2003-02-07,47.162231330486264
2003-02-10,47.162231330486264
2003-02-11,47.162231330486264
2003-02-12,47.162231330486264
2003-02-13,47.162231330486264
2003-02-14,47.162231330486264
2003-02-17,47.162231330486264
2003-02-18,47.162231330486264
2003-02-19,47.162231330486264
2003-02-20,47.162231330486264
2003-02-21,47.162231330486264
2003-02-24,47.162231330486264
2003-02-25,47.162231330486264
2003-02-26,47.162231330486264
2003-02-27,47.162231330486264
2003-02-28,47.162231330486264
2003-03-03,47.162231330486264
2003-03-04,47.162231330486264
2003-03-05,47.162231330486264
2003-03-06,47.162231330486264
2003-03-07,47.162231330486264
2003-03-10,47.162231330486264
2003-03-11,47.162231330486264
2003-03-12,47.162231330486264
2003-03-13,47.162231330486264
2003-03-14,47.162231330486264
2003-03-17,47.162231330486264
